model,dataset,relative_path,video_sha256,theta,k,sequence_scores,detected,alert_score_index_zero_based,alert_frame_one_based,delay_seconds_at_25fps,alert_rolling_score
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0446.avi,6f68ec88781599e2264009b54d75466cb524acabae513ed794b274f73eefc9da,0.65,5,27,0,,,,
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0446.avi,6f68ec88781599e2264009b54d75466cb524acabae513ed794b274f73eefc9da,0.65,10,27,0,,,,
lstm_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0164.avi,33f219cff53feb6a9a92bb75134816d7dbb3124df11f6a98a987cde3f37f6bca,0.7,5,27,1,4,40,1.600000,0.957312584
lstm_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0164.avi,33f219cff53feb6a9a92bb75134816d7dbb3124df11f6a98a987cde3f37f6bca,0.7,7,27,1,6,50,2.000000,0.959263878
gru_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0164.avi,33f219cff53feb6a9a92bb75134816d7dbb3124df11f6a98a987cde3f37f6bca,0.65,5,27,1,4,40,1.600000,0.956370246
gru_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0164.avi,33f219cff53feb6a9a92bb75134816d7dbb3124df11f6a98a987cde3f37f6bca,0.65,10,27,1,9,65,2.600000,0.958492965
lstm_original_grouped,RLVS,Violence/V_98.mp4,834c0eaa0a91fd2629f3172baa2e0600d4ed7a90041e388a210c67f913fe1fc6,0.7,5,27,1,4,40,1.600000,0.994171369
lstm_augmented_grouped,RLVS,Violence/V_98.mp4,834c0eaa0a91fd2629f3172baa2e0600d4ed7a90041e388a210c67f913fe1fc6,0.7,7,27,1,6,50,2.000000,0.987572304
gru_original_grouped,RLVS,Violence/V_98.mp4,834c0eaa0a91fd2629f3172baa2e0600d4ed7a90041e388a210c67f913fe1fc6,0.65,5,27,1,4,40,1.600000,0.994107771
gru_augmented_grouped,RLVS,Violence/V_98.mp4,834c0eaa0a91fd2629f3172baa2e0600d4ed7a90041e388a210c67f913fe1fc6,0.65,10,27,1,9,65,2.600000,0.991506571
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0719.avi,60a037e763903c26beecfa794e0cb8aae28cdf25d363f8eb7b7f755d9074f970,0.7,5,27,1,11,75,3.000000,0.747318232
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0719.avi,60a037e763903c26beecfa794e0cb8aae28cdf25d363f8eb7b7f755d9074f970,0.7,7,27,1,10,70,2.800000,0.708024757
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0719.avi,60a037e763903c26beecfa794e0cb8aae28cdf25d363f8eb7b7f755d9074f970,0.65,5,27,1,4,40,1.600000,0.781205225
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0719.avi,60a037e763903c26beecfa794e0cb8aae28cdf25d363f8eb7b7f755d9074f970,0.65,10,27,1,9,65,2.600000,0.809577149
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0162.avi,85f57b67abbabeb75bf1d9e5505e18b3577538db9293b80ebbcef533f4a2c743,0.7,5,27,1,10,70,2.800000,0.705931950
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0162.avi,85f57b67abbabeb75bf1d9e5505e18b3577538db9293b80ebbcef533f4a2c743,0.7,7,27,1,6,50,2.000000,0.854683970
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0162.avi,85f57b67abbabeb75bf1d9e5505e18b3577538db9293b80ebbcef533f4a2c743,0.65,5,27,1,12,80,3.200000,0.697946513
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0162.avi,85f57b67abbabeb75bf1d9e5505e18b3577538db9293b80ebbcef533f4a2c743,0.65,10,27,1,9,65,2.600000,0.779266948
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0295.avi,fb6a086238b042849933232108de79911c98bb95340efd8aff71b59a9cb88594,0.7,5,27,1,20,120,4.800000,0.721159029
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0295.avi,fb6a086238b042849933232108de79911c98bb95340efd8aff71b59a9cb88594,0.7,7,27,0,,,,
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0295.avi,fb6a086238b042849933232108de79911c98bb95340efd8aff71b59a9cb88594,0.65,5,27,0,,,,
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0295.avi,fb6a086238b042849933232108de79911c98bb95340efd8aff71b59a9cb88594,0.65,10,27,0,,,,
lstm_original_grouped,RLVS,Violence/V_950.mp4,6034e20cee4f81afb0bec31423920bcad6eb1de892ffbbf7fd1322581e415189,0.7,5,22,1,4,40,1.600000,0.925251555
lstm_augmented_grouped,RLVS,Violence/V_950.mp4,6034e20cee4f81afb0bec31423920bcad6eb1de892ffbbf7fd1322581e415189,0.7,7,22,1,6,50,2.000000,0.898358635
gru_original_grouped,RLVS,Violence/V_950.mp4,6034e20cee4f81afb0bec31423920bcad6eb1de892ffbbf7fd1322581e415189,0.65,5,22,1,4,40,1.600000,0.897333074
gru_augmented_grouped,RLVS,Violence/V_950.mp4,6034e20cee4f81afb0bec31423920bcad6eb1de892ffbbf7fd1322581e415189,0.65,10,22,1,9,65,2.600000,0.921439934
lstm_original_grouped,RLVS,Violence/V_632.mp4,9e3001ab312f2415e467620bf69f7fd318b3ded12464136af87da7d61a92e547,0.7,5,27,1,4,40,1.600000,0.990557337
lstm_augmented_grouped,RLVS,Violence/V_632.mp4,9e3001ab312f2415e467620bf69f7fd318b3ded12464136af87da7d61a92e547,0.7,7,27,1,6,50,2.000000,0.979938422
gru_original_grouped,RLVS,Violence/V_632.mp4,9e3001ab312f2415e467620bf69f7fd318b3ded12464136af87da7d61a92e547,0.65,5,27,1,4,40,1.600000,0.983800530
gru_augmented_grouped,RLVS,Violence/V_632.mp4,9e3001ab312f2415e467620bf69f7fd318b3ded12464136af87da7d61a92e547,0.65,10,27,1,9,65,2.600000,0.988528299
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0291.avi,ac498c34f8998f6ff4d6e42b6fd9876826146f0d9deaf2fe46a04677cd9ef952,0.7,5,27,1,14,90,3.600000,0.705106103
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0291.avi,ac498c34f8998f6ff4d6e42b6fd9876826146f0d9deaf2fe46a04677cd9ef952,0.7,7,27,0,,,,
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0291.avi,ac498c34f8998f6ff4d6e42b6fd9876826146f0d9deaf2fe46a04677cd9ef952,0.65,5,27,1,12,80,3.200000,0.680189407
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0291.avi,ac498c34f8998f6ff4d6e42b6fd9876826146f0d9deaf2fe46a04677cd9ef952,0.65,10,27,1,14,90,3.600000,0.654572886
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0475.avi,68f2e7772d709a12dab4c9b0b1cf51513dda5f3d0a741aef8db43fdb3a54f7e6,0.7,5,27,1,4,40,1.600000,0.985025847
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0475.avi,68f2e7772d709a12dab4c9b0b1cf51513dda5f3d0a741aef8db43fdb3a54f7e6,0.7,7,27,1,6,50,2.000000,0.984134895
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0475.avi,68f2e7772d709a12dab4c9b0b1cf51513dda5f3d0a741aef8db43fdb3a54f7e6,0.65,5,27,1,4,40,1.600000,0.978248012
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0475.avi,68f2e7772d709a12dab4c9b0b1cf51513dda5f3d0a741aef8db43fdb3a54f7e6,0.65,10,27,1,9,65,2.600000,0.959088629
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0443.avi,bf3d37634464a55d45bbe3803b041c33c79c4d14a5705ca87a42515e5d760016,0.7,5,27,0,,,,
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0443.avi,bf3d37634464a55d45bbe3803b041c33c79c4d14a5705ca87a42515e5d760016,0.7,7,27,0,,,,
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0443.avi,bf3d37634464a55d45bbe3803b041c33c79c4d14a5705ca87a42515e5d760016,0.65,5,27,0,,,,
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0443.avi,bf3d37634464a55d45bbe3803b041c33c79c4d14a5705ca87a42515e5d760016,0.65,10,27,0,,,,
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0413.avi,11c5cbaa32f6743a6ce90756d5cbc6291433ef5ea42adc00a10237f03930cb52,0.7,5,27,1,4,40,1.600000,0.811074901
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0413.avi,11c5cbaa32f6743a6ce90756d5cbc6291433ef5ea42adc00a10237f03930cb52,0.7,7,27,1,6,50,2.000000,0.822241247
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0413.avi,11c5cbaa32f6743a6ce90756d5cbc6291433ef5ea42adc00a10237f03930cb52,0.65,5,27,1,4,40,1.600000,0.775539148
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0413.avi,11c5cbaa32f6743a6ce90756d5cbc6291433ef5ea42adc00a10237f03930cb52,0.65,10,27,1,9,65,2.600000,0.715136915
lstm_original_grouped,RLVS,Violence/V_970.mp4,3dfc9af060c97e4be13d8a04e910c28153aa0dd688d00c2d837b5299dd35e3db,0.7,5,28,1,4,40,1.600000,0.984241080
lstm_augmented_grouped,RLVS,Violence/V_970.mp4,3dfc9af060c97e4be13d8a04e910c28153aa0dd688d00c2d837b5299dd35e3db,0.7,7,28,1,6,50,2.000000,0.979935118
gru_original_grouped,RLVS,Violence/V_970.mp4,3dfc9af060c97e4be13d8a04e910c28153aa0dd688d00c2d837b5299dd35e3db,0.65,5,28,1,4,40,1.600000,0.993745339
gru_augmented_grouped,RLVS,Violence/V_970.mp4,3dfc9af060c97e4be13d8a04e910c28153aa0dd688d00c2d837b5299dd35e3db,0.65,10,28,1,9,65,2.600000,0.973463386
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0215.avi,10ad2448aed583bca18b77f1df2ea9ad2cd24f668296d6074fd67665e453d094,0.7,5,27,1,4,40,1.600000,0.955075097
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0215.avi,10ad2448aed583bca18b77f1df2ea9ad2cd24f668296d6074fd67665e453d094,0.7,7,27,1,6,50,2.000000,0.942906925
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0215.avi,10ad2448aed583bca18b77f1df2ea9ad2cd24f668296d6074fd67665e453d094,0.65,5,27,1,4,40,1.600000,0.889585209
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0215.avi,10ad2448aed583bca18b77f1df2ea9ad2cd24f668296d6074fd67665e453d094,0.65,10,27,1,9,65,2.600000,0.835841852
lstm_original_grouped,RLVS,Violence/V_812.mp4,827a95a0968a6abc49d9d07070ff0d9ebc3e7046173643d6d1c9305ef2b5aed1,0.7,5,23,1,4,40,1.600000,0.981912351
lstm_augmented_grouped,RLVS,Violence/V_812.mp4,827a95a0968a6abc49d9d07070ff0d9ebc3e7046173643d6d1c9305ef2b5aed1,0.7,7,23,1,6,50,2.000000,0.968541018
gru_original_grouped,RLVS,Violence/V_812.mp4,827a95a0968a6abc49d9d07070ff0d9ebc3e7046173643d6d1c9305ef2b5aed1,0.65,5,23,1,4,40,1.600000,0.984763861
gru_augmented_grouped,RLVS,Violence/V_812.mp4,827a95a0968a6abc49d9d07070ff0d9ebc3e7046173643d6d1c9305ef2b5aed1,0.65,10,23,1,9,65,2.600000,0.954569536
lstm_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0068.avi,ad7c8c20bc940f14746b3b91b69a78f24d91881fd86d36e6122ceec04c9cf2f4,0.7,5,27,1,4,40,1.600000,0.964747941
lstm_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0068.avi,ad7c8c20bc940f14746b3b91b69a78f24d91881fd86d36e6122ceec04c9cf2f4,0.7,7,27,1,6,50,2.000000,0.950762996
gru_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0068.avi,ad7c8c20bc940f14746b3b91b69a78f24d91881fd86d36e6122ceec04c9cf2f4,0.65,5,27,1,4,40,1.600000,0.850971234
gru_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0068.avi,ad7c8c20bc940f14746b3b91b69a78f24d91881fd86d36e6122ceec04c9cf2f4,0.65,10,27,1,9,65,2.600000,0.882611632
lstm_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0023.avi,c240b82abe47c41c986506bf1c230fa12ddddd877139484fb33a6d350cb1aa43,0.7,5,27,1,4,40,1.600000,0.978186953
lstm_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0023.avi,c240b82abe47c41c986506bf1c230fa12ddddd877139484fb33a6d350cb1aa43,0.7,7,27,1,6,50,2.000000,0.961546932
gru_original_grouped,RWF-2000,val/Fight/rwf_val_fight_0023.avi,c240b82abe47c41c986506bf1c230fa12ddddd877139484fb33a6d350cb1aa43,0.65,5,27,1,4,40,1.600000,0.959150815
gru_augmented_grouped,RWF-2000,val/Fight/rwf_val_fight_0023.avi,c240b82abe47c41c986506bf1c230fa12ddddd877139484fb33a6d350cb1aa43,0.65,10,27,1,9,65,2.600000,0.915633923
lstm_original_grouped,RLVS,Violence/V_116.mp4,a4694e0a9fb999171a2c9ce51fa8216318b1be9214970bf80f047cbeaf699ee3,0.7,5,27,1,4,40,1.600000,0.868609166
lstm_augmented_grouped,RLVS,Violence/V_116.mp4,a4694e0a9fb999171a2c9ce51fa8216318b1be9214970bf80f047cbeaf699ee3,0.7,7,27,1,6,50,2.000000,0.895841752
gru_original_grouped,RLVS,Violence/V_116.mp4,a4694e0a9fb999171a2c9ce51fa8216318b1be9214970bf80f047cbeaf699ee3,0.65,5,27,1,4,40,1.600000,0.958969867
gru_augmented_grouped,RLVS,Violence/V_116.mp4,a4694e0a9fb999171a2c9ce51fa8216318b1be9214970bf80f047cbeaf699ee3,0.65,10,27,1,9,65,2.600000,0.972777218
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0211.avi,83d6da933610e5dd592d34cbe58a6c691c9f0f8c531a67ce4cc7e0f00e5c54c2,0.7,5,27,1,4,40,1.600000,0.767262423
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0211.avi,83d6da933610e5dd592d34cbe58a6c691c9f0f8c531a67ce4cc7e0f00e5c54c2,0.7,7,27,1,6,50,2.000000,0.829187325
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0211.avi,83d6da933610e5dd592d34cbe58a6c691c9f0f8c531a67ce4cc7e0f00e5c54c2,0.65,5,27,1,7,55,2.200000,0.668602502
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0211.avi,83d6da933610e5dd592d34cbe58a6c691c9f0f8c531a67ce4cc7e0f00e5c54c2,0.65,10,27,1,11,75,3.000000,0.667331988
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0143.avi,013a9b88cd531abb0bafa3a5b1c4405dc11b9bcc16b3cc145a57f099fb075aa1,0.7,5,27,1,4,40,1.600000,0.988039458
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0143.avi,013a9b88cd531abb0bafa3a5b1c4405dc11b9bcc16b3cc145a57f099fb075aa1,0.7,7,27,1,6,50,2.000000,0.981586235
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0143.avi,013a9b88cd531abb0bafa3a5b1c4405dc11b9bcc16b3cc145a57f099fb075aa1,0.65,5,27,1,4,40,1.600000,0.992406380
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0143.avi,013a9b88cd531abb0bafa3a5b1c4405dc11b9bcc16b3cc145a57f099fb075aa1,0.65,10,27,1,9,65,2.600000,0.981545740
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0223.avi,c091764c0976ffcc70ff42fb98f9410fac70bc331c4b5fefef4bca6b28422585,0.7,5,27,1,4,40,1.600000,0.979115474
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0223.avi,c091764c0976ffcc70ff42fb98f9410fac70bc331c4b5fefef4bca6b28422585,0.7,7,27,1,6,50,2.000000,0.982070182
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0223.avi,c091764c0976ffcc70ff42fb98f9410fac70bc331c4b5fefef4bca6b28422585,0.65,5,27,1,4,40,1.600000,0.917033648
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0223.avi,c091764c0976ffcc70ff42fb98f9410fac70bc331c4b5fefef4bca6b28422585,0.65,10,27,1,9,65,2.600000,0.909587580
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0580.avi,deb3fbb1cc3861b0c625ced0994bb5a387be8e0f507aef1f938c0a2d170cbf37,0.7,5,27,1,4,40,1.600000,0.924500859
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0580.avi,deb3fbb1cc3861b0c625ced0994bb5a387be8e0f507aef1f938c0a2d170cbf37,0.7,7,27,1,6,50,2.000000,0.939387611
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0580.avi,deb3fbb1cc3861b0c625ced0994bb5a387be8e0f507aef1f938c0a2d170cbf37,0.65,5,27,1,4,40,1.600000,0.966659808
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0580.avi,deb3fbb1cc3861b0c625ced0994bb5a387be8e0f507aef1f938c0a2d170cbf37,0.65,10,27,1,9,65,2.600000,0.940133280
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0301.avi,1d33793b409098f8a6ef13b29f89913666733fb8a1aa6b213e7ae3d9ec935e1f,0.7,5,27,1,4,40,1.600000,0.965126288
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0301.avi,1d33793b409098f8a6ef13b29f89913666733fb8a1aa6b213e7ae3d9ec935e1f,0.7,7,27,1,6,50,2.000000,0.946338756
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0301.avi,1d33793b409098f8a6ef13b29f89913666733fb8a1aa6b213e7ae3d9ec935e1f,0.65,5,27,1,4,40,1.600000,0.860871458
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0301.avi,1d33793b409098f8a6ef13b29f89913666733fb8a1aa6b213e7ae3d9ec935e1f,0.65,10,27,1,9,65,2.600000,0.878731823
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0303.avi,d2af067d3772904318fc9523aea8076065cea8b0f8dffefe91c9947f532822dc,0.7,5,27,1,4,40,1.600000,0.899517429
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0303.avi,d2af067d3772904318fc9523aea8076065cea8b0f8dffefe91c9947f532822dc,0.7,7,27,1,6,50,2.000000,0.734517055
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0303.avi,d2af067d3772904318fc9523aea8076065cea8b0f8dffefe91c9947f532822dc,0.65,5,27,1,4,40,1.600000,0.755377162
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0303.avi,d2af067d3772904318fc9523aea8076065cea8b0f8dffefe91c9947f532822dc,0.65,10,27,1,20,120,4.800000,0.691896203
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0785.avi,ed2d76c6cac9133e3efe0f025324b5342ca7a5be21bfb3812c48326a052ec363,0.7,5,27,1,4,40,1.600000,0.977590942
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0785.avi,ed2d76c6cac9133e3efe0f025324b5342ca7a5be21bfb3812c48326a052ec363,0.7,7,27,1,6,50,2.000000,0.970958488
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0785.avi,ed2d76c6cac9133e3efe0f025324b5342ca7a5be21bfb3812c48326a052ec363,0.65,5,27,1,4,40,1.600000,0.973177230
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0785.avi,ed2d76c6cac9133e3efe0f025324b5342ca7a5be21bfb3812c48326a052ec363,0.65,10,27,1,9,65,2.600000,0.971508479
lstm_original_grouped,RLVS,Violence/V_877.mp4,fe8e3bd5e9b867b534b7133ccbbfe01c5e778cd01a58bea5f37a68613064117a,0.7,5,27,1,4,40,1.600000,0.824748039
lstm_augmented_grouped,RLVS,Violence/V_877.mp4,fe8e3bd5e9b867b534b7133ccbbfe01c5e778cd01a58bea5f37a68613064117a,0.7,7,27,1,6,50,2.000000,0.836659934
gru_original_grouped,RLVS,Violence/V_877.mp4,fe8e3bd5e9b867b534b7133ccbbfe01c5e778cd01a58bea5f37a68613064117a,0.65,5,27,1,4,40,1.600000,0.771674633
gru_augmented_grouped,RLVS,Violence/V_877.mp4,fe8e3bd5e9b867b534b7133ccbbfe01c5e778cd01a58bea5f37a68613064117a,0.65,10,27,1,9,65,2.600000,0.718492448
lstm_original_grouped,RLVS,Violence/V_575.mp4,f7b9c6949992174be59eb67c392e06161dfa4a903194e2c3590281f633b9f61a,0.7,5,34,1,4,40,1.600000,0.993462396
lstm_augmented_grouped,RLVS,Violence/V_575.mp4,f7b9c6949992174be59eb67c392e06161dfa4a903194e2c3590281f633b9f61a,0.7,7,34,1,6,50,2.000000,0.977767587
gru_original_grouped,RLVS,Violence/V_575.mp4,f7b9c6949992174be59eb67c392e06161dfa4a903194e2c3590281f633b9f61a,0.65,5,34,1,4,40,1.600000,0.995619392
gru_augmented_grouped,RLVS,Violence/V_575.mp4,f7b9c6949992174be59eb67c392e06161dfa4a903194e2c3590281f633b9f61a,0.65,10,34,1,9,65,2.600000,0.993153793
lstm_original_grouped,RLVS,Violence/V_398.mp4,1cde2dd1e3798a417bebf1f046a91e710f2d976b452aa79ca7cca27bbf5fbc1a,0.7,5,818,1,73,385,15.400000,0.714830971
lstm_augmented_grouped,RLVS,Violence/V_398.mp4,1cde2dd1e3798a417bebf1f046a91e710f2d976b452aa79ca7cca27bbf5fbc1a,0.7,7,818,1,27,155,6.200000,0.732921600
gru_original_grouped,RLVS,Violence/V_398.mp4,1cde2dd1e3798a417bebf1f046a91e710f2d976b452aa79ca7cca27bbf5fbc1a,0.65,5,818,1,76,400,16.000000,0.686350787
gru_augmented_grouped,RLVS,Violence/V_398.mp4,1cde2dd1e3798a417bebf1f046a91e710f2d976b452aa79ca7cca27bbf5fbc1a,0.65,10,818,1,140,720,28.800000,0.700349081
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0285.avi,f43bcaf85ac3e3249e53705c333d78091fd2de2e921b993b0853a95d105a5233,0.7,5,27,0,,,,
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0285.avi,f43bcaf85ac3e3249e53705c333d78091fd2de2e921b993b0853a95d105a5233,0.7,7,27,0,,,,
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0285.avi,f43bcaf85ac3e3249e53705c333d78091fd2de2e921b993b0853a95d105a5233,0.65,5,27,0,,,,
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0285.avi,f43bcaf85ac3e3249e53705c333d78091fd2de2e921b993b0853a95d105a5233,0.65,10,27,0,,,,
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0056.avi,23b21c48de48d813c651f794867f81f1c31e115294ad2c2f6665e59b86b86403,0.7,5,27,1,4,40,1.600000,0.907168889
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0056.avi,23b21c48de48d813c651f794867f81f1c31e115294ad2c2f6665e59b86b86403,0.7,7,27,1,6,50,2.000000,0.929578824
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0056.avi,23b21c48de48d813c651f794867f81f1c31e115294ad2c2f6665e59b86b86403,0.65,5,27,1,4,40,1.600000,0.675199127
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0056.avi,23b21c48de48d813c651f794867f81f1c31e115294ad2c2f6665e59b86b86403,0.65,10,27,0,,,,
lstm_original_grouped,RLVS,Violence/V_403.mp4,b5145c3800949f8edbe9a4d16a95abec17739ef1a7c2823997850648817fb005,0.7,5,17,1,4,40,1.600000,0.991286206
lstm_augmented_grouped,RLVS,Violence/V_403.mp4,b5145c3800949f8edbe9a4d16a95abec17739ef1a7c2823997850648817fb005,0.7,7,17,1,6,50,2.000000,0.990634731
gru_original_grouped,RLVS,Violence/V_403.mp4,b5145c3800949f8edbe9a4d16a95abec17739ef1a7c2823997850648817fb005,0.65,5,17,1,4,40,1.600000,0.991652310
gru_augmented_grouped,RLVS,Violence/V_403.mp4,b5145c3800949f8edbe9a4d16a95abec17739ef1a7c2823997850648817fb005,0.65,10,17,1,9,65,2.600000,0.993894404
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0534.avi,740a290b8b6001beec375dfec569742638f8927ebebbe1c3e3f34583ed91284f,0.7,5,27,1,4,40,1.600000,0.918076038
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0534.avi,740a290b8b6001beec375dfec569742638f8927ebebbe1c3e3f34583ed91284f,0.7,7,27,1,6,50,2.000000,0.849429284
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0534.avi,740a290b8b6001beec375dfec569742638f8927ebebbe1c3e3f34583ed91284f,0.65,5,27,1,4,40,1.600000,0.832606840
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0534.avi,740a290b8b6001beec375dfec569742638f8927ebebbe1c3e3f34583ed91284f,0.65,10,27,1,9,65,2.600000,0.876346993
lstm_original_grouped,RLVS,Violence/V_825.mp4,98fd8c5d7e45ad35dd9cfc5742d99b66300cd7b0ac7f36a0a2087fbabb6cbe12,0.7,5,33,1,4,40,1.600000,0.993403721
lstm_augmented_grouped,RLVS,Violence/V_825.mp4,98fd8c5d7e45ad35dd9cfc5742d99b66300cd7b0ac7f36a0a2087fbabb6cbe12,0.7,7,33,1,6,50,2.000000,0.991006766
gru_original_grouped,RLVS,Violence/V_825.mp4,98fd8c5d7e45ad35dd9cfc5742d99b66300cd7b0ac7f36a0a2087fbabb6cbe12,0.65,5,33,1,4,40,1.600000,0.997006238
gru_augmented_grouped,RLVS,Violence/V_825.mp4,98fd8c5d7e45ad35dd9cfc5742d99b66300cd7b0ac7f36a0a2087fbabb6cbe12,0.65,10,33,1,9,65,2.600000,0.994289917
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0469.avi,cca27958ece8b0f2b0f3e4c6efb0cbdef74c1ab39152041e6333304ab5e8a0ad,0.7,5,27,1,4,40,1.600000,0.757780874
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0469.avi,cca27958ece8b0f2b0f3e4c6efb0cbdef74c1ab39152041e6333304ab5e8a0ad,0.7,7,27,1,6,50,2.000000,0.901839674
gru_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0469.avi,cca27958ece8b0f2b0f3e4c6efb0cbdef74c1ab39152041e6333304ab5e8a0ad,0.65,5,27,1,5,45,1.800000,0.678804922
gru_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0469.avi,cca27958ece8b0f2b0f3e4c6efb0cbdef74c1ab39152041e6333304ab5e8a0ad,0.65,10,27,1,9,65,2.600000,0.853682846
lstm_original_grouped,RWF-2000,train/Fight/rwf_train_fight_0237.avi,d07edb6b0b36354ccefff299adac1126794fa31408892142a6fd2a781c5e29c4,0.7,5,27,0,,,,
lstm_augmented_grouped,RWF-2000,train/Fight/rwf_train_fight_0237.avi,d07edb6b0b36354ccefff299adac1126794fa31408892142a6fd2a781c5e29c4,0.7,7,27,0,,,,
